,id,name,surname,birthdate,deathdate,nationality,artist,complete_name,entity_name,gender,recordLabels,instruments
1943,Q109851536,Lucas,,,,,5wwneIFdawNgQ7GvKK29Z3,,Lucas,,Q2310883,
1944,Q109851537,Steve,,,,,5wwneIFdawNgQ7GvKK29Z3,,Steve,,Q2310883,
1945,Q5218378,Daniel,Padilla,1995-04-26,,PH,5yVM85m9yNcHO6o0vaaVxW,,Daniel Padilla,male,Q4667782,voice
1946,Q28836888,Salvador,Thiam Vilar Braamcamp Sobral,1989-12-28,,PT,0GfYO21pue5u0sVEYk9HZO,Salvador Thiam Vilar Braamcamp Sobral,Salvador Sobral,male,,"voice,piano"
1947,Q82199,Makbule Hande,Özyener,1973-01-12,,TR,08mjMUUjyTchMHCW7evc3R,Makbule Hande Özyener,Hande Yener,female,Q6056226,voice
1948,Q55200193,Ersay,Üner,1980-10-07,,TR,6kf7koRM31Dgsj2WbByZpB,,Ersay Üner,male,"Q6075854,Q6092740",voice
1949,Q77662,Deniz Atiye,Yılmaz,1988-11-22,,DE,56g1u3Bu0S5072aksxyBei,,Atiye,female,Q330629,voice
1950,Q6492513,Ozan,Doğulu,1972-01-13,,TR,6xLv41SHPrVVfvyGd1M7ut,,Ozan Doğulu,male,Q6075854,voice
1951,Q21541512,Gülden,,1984,,,3ScdCahXjzw08np6FULdmA,,Gülden,female,Q19612254,voice
1952,Q349041,Nick,Wall,1987-09-09,,NL,4D75GcNG95ebPtNvoNVXhz,Nick van de Wall,Afrojack,male,"Q2310883,Q22829081",
1953,Q271119,Esther Renay,Dean,1986-04-15,,US,0v2Y5jwtcv8LiWNTRls1KM,Esther Renay Dean,Ester Dean,female,Q231694,voice
1954,Q699063,Tanya,Cai,1975-01-28,,SG,376pcuw4IgWBMOUwCr8kIm,,Tanya Chua,female,,voice
1955,Q9061414,Yifan,Wu,1979-03-05,,,6jpYYV9brLyyM3sFC5J25w,,Yifan Wu,female,,voice
1956,Q4235,Miley Destiny Hope,Cyrus Hemsworth,1992-11-23,,US,5YGY8feqx7naU7z4HrwZM6,Destiny Hope Cyrus,Miley Cyrus,genderfluid,"Q202585,Q2604329,Q54860,Q387539,Q2104471,Q7414,Q183387","electric guitar,acoustic guitar,piano,voice"
1957,Q62745180,Montell,Daley,1994-08-31,,,14H15rElxdGClICOZXEYHP,,MoStack,male,,
1958,Q60735227,Mist,,1992-03-02,,,63X1WKthLQidtqxxO2sgeq,,Mist,male,,
1959,Q287676,Jay,Mehler,1981-08-09,,US,11wRdbnoYqRddKBrpHt4Ue,,Jay Mehler,male,Q202585,guitar
1960,Q28034884,Nathan,aele Koll,1992-04-04,,AT,6U4uEoS3ISgppqupG6GJoZ,Nathanaele Koll,Nathan Trent,male,,"violin,voice"
1961,Q305161,Pavel,,1986-05-30,,MD,3c55dzx6W0ZFs0frtEgIsm,,Pasha Parfeny,male,,"piano,voice"
1962,Q18960407,Sergey,,1987-02-18,,MD,3c55dzx6W0ZFs0frtEgIsm,,Sergei Yalovitsky,male,,voice
1963,Q12740674,Sergey,Stepanov,1984-09-03,,MD,3c55dzx6W0ZFs0frtEgIsm,,Sergey Stepanov,male,,saxophone
1964,Q30093895,Anton Anton,Ragoza,1986-01-06,,MD,3c55dzx6W0ZFs0frtEgIsm,,Anton Ragoza,male,,
1965,Q28873419,Maria Ilinca,Băcilă,1998-08-17,,RO,64PgkSM1uDD9BJEg0UkMMM,,Ilinca Băcilă,female,Q12723678,voice
1966,Q28873663,Alex,Florea,1991-09-15,,RO,7LCXh4MTN5bnfptYe17e66,,Alex Florea,male,Q12723678,voice
1967,Q21932286,Kristian,Kostov,2000-03-15,,RU,1JjIKP5IOuEDXQVZsbUiB2,,Kristian Kostov,male,Q25476676,"piano,guitar,voice"
1968,Q18225863,Laura,Tesoro,1996-08-19,,BE,2vmZupMPxLgT8MNNXTRfa2,,Laura Tesoro,female,"Q21077,Q330629",voice
1969,Q43193689,Ana,Vilela,1998-02-16,,BR,66mL7YE8rG9eCu4QgM64m4,,Ana Vilela,female,Q10366548,voice
1970,Q19004484,Karly Marina,Loaiza,1994-07-17,,CO,1U1el3k54VvEUzo3ybLPlM,Karly Marina Loaiza,Kali Uchis,female,Q203059,
1971,Q236549,Helene,Fischer,1984-08-05,,DE,7MzHPIXAqIOCnvK0sVY72W,Елена Петровна Фишер,Helene Fischer,female,Q38903,voice
1972,Q55606603,Cem,Anhan,1991-05-22,,DE,5y9wg9qkGBl0n9v9RzaPKu,Cem Anhan,Capo,male,,
1973,Q1048137,Casper,Hight,1986-03-31,,DE,34SBu2kvAUh84umN8Pi0iI,,Casper Hight,male,,
1974,Q61755182,YL,,,,,2k8fAJK9HbH1FhqVpZL98P,,YL,male,,
1975,a404357a-f386-4df5-af09-56e8e83a9a39,Ryan,Hennessy,,,,7jLSEPYCYQ5ssWU3BICqrW,,Ryan Hennessy,,,
1976,22c6d08a-fdf2-4ba3-92e0-331210fc788a,Jimmy,Rainsford,,,,7jLSEPYCYQ5ssWU3BICqrW,,Jimmy Rainsford,,,
1977,Q221155,Faheem Rashad,Najm,1984-09-30,,US,3aQeKQSyrW4qWr35idm0cy,Faheem Rashad Najm,T-Pain,male,"Q680061,Q19879453,Q2221241,Q202585,Q27184","voice,keyboard instrument,drum kit"
1978,Q62292153,Luca,,1983-02-14,,IT,2E6AK3UPEGCvjnzuygCh2h,,The Night Skinny,male,,
1979,Q40477453,Heidi,Musum,1993-06-22,,NO,3LzHaN3Y3gT35BudaFqVyy,,Kamferdrops,female,,voice
1980,Q53042965,Amanda Delara,Nikman,1997,,NO,2PVHjhJWIKgb2yfBTmQerg,Amanda Delara Nikman,Delara,female,"Q56760250,Q83256963",vocal
1981,Q23482845,Kasia,Moś,1987-03-03,,PL,6o7RJSQNRyx5ChgbgoTx22,,Kasia Moś,female,Q11698396,"piano,voice"
1982,Q16729472,Grzegorz,Hyży,1987-05-27,,PL,2JN7EU0IQBx2cWaHh23Mfm,,Grzegorz Hyży,male,,voice
1983,Q4993071,Oskar,Linnros,1983-08-15,,SE,3E8Mx37sikkaFoX5DRecLi,,Oskar Linnros,male,,voice
1984,Q28743526,József,Papai,1981-09-22,,HU,1xYRrfmh7NjIUY6XuJhvVm,Papai József,Joci Pápai,male,,"guitar,voice"
1985,Q28768280,Imri,Ziv,1991-09-12,,IL,0SWdzEo0WG8A0CsBiJMuJS,,Imri Ziv,male,,voice
1986,Q27492272,,Demirchyan,1989-01-03,,CY,1xRQGg0aM0GeNZ5ThGLUep,,Hovig Demirjian,male,Q21077,"guitar,piano,voice"
1987,Q16366466,Diana,Hacıyeva,1989-06-13,,AZ,77u50Xwgm9in74FEVcYYro,,Diana Hacıyeva,female,,
1988,Q28573952,Manel,Navarro,1996-03-07,,ES,2JPHexLGEM1hT0Jli8rztQ,Manel Navarro Quesada,Manel Navarro,male,Q330629,"voice,guitar"
1989,Q2607446,Jacques,Houdek,1981-04-14,,HR,3YGhjqvLaubUOc5KuqNRQs,Željko Hudek,Jacques Houdek,male,Q604923,"piano,voice"
1990,b6e62580-58c5-4b2f-8375-df2c28652da0,Jonathan,Chua,,,SG,0mXXLFHmd5bUHxkzaC9ujw,,Jonathan Chua,,,
1991,d211d836-051a-4e3e-9021-26eee3944a06,Benjamin,Kheng,,,SG,0mXXLFHmd5bUHxkzaC9ujw,,Benjamin Kheng,,,
1992,98097d0d-e2ad-468c-aef3-1feff42b494d,Narelle,Kheng,,,SG,0mXXLFHmd5bUHxkzaC9ujw,,Narelle Kheng,,,
1993,78d0174d-918b-44e4-8fb9-9ba3eeeb987a,Sandra,Riley Tang,,,SG,0mXXLFHmd5bUHxkzaC9ujw,,Sandra Riley Tang,,,
1994,Q2756349,Liam James,Payne,1993-08-29,,GB,5pUo3fmmHT8bhCyHE52hA6,Liam James Payne,Liam Payne,male,"Q193023,Q7659636,Q183387,Q4413456","piano,voice,guitar"
1995,Q130799,James,Blount,1974-02-22,,GB,7KMqksf0UMdyA0UCf4R3ux,James Hillier Blount,James Blunt,male,"Q21077,Q202440,Q1146096","guitar,piano,voice,singing,acoustic guitar"
1996,Q87562,Kay Kenneth,Glöckler,1984-09-07,,DE,6VjbeCqoayiHYnefrisskv,Kenneth Glöckler,Kay One,male,,voice
1997,Q17629798,Hayce,Lemsi,1987-12-16,,FR,3gz8sBWqcMQ0qsrZIoVphx,,Hayce Lemsi,male,,voice
1998,Q2748803,Amethyst Amelia,Kelly,1990-06-07,,AU,5yG7ZAZafVaAlMTeBybKAL,Amethyst Amelia Kelly,Iggy Azalea,female,"Q654283,Q1153338,Q947109,Q165745,Q13218788,Q18149651",voice
1999,Q270935,Christopher John,Boyle Cornell,1964-07-20,2017-05-18,US,2ziB7fzrXBoh1HUPS6sVFn,Christopher John Boyle,Chris Cornell,male,Q216364,"guitar,violin,drum kit,bass guitar,mandolin,piano,harmonica,voice,singing"
2000,Q297552,Tom,Morello,1964-05-30,,US,2ziB7fzrXBoh1HUPS6sVFn,,Tom Morello,male,Q216364,guitar
2001,Q460536,Timothy Robert,,1968-02-26,,US,2ziB7fzrXBoh1HUPS6sVFn,,Tim Commerford,male,Q216364,"bass guitar,bass,guitar"
2002,Q426687,Brad,Wilk,1968-09-05,,US,2ziB7fzrXBoh1HUPS6sVFn,,Brad Wilk,male,Q216364,drum kit
2003,Q20354248,Richard Lamar,Hawk,1998-01-22,,US,7juKTDFlPesGeWQ1GmjmOv,Richard Lamar Hawk,Silentó,male,Q193023,voice
2004,Q4331609,Morten,Breum,1982-05-26,,DK,19HFRWmRCl27kTk6LeqAO8,Morten Breum,Morten Breum,male,"Q2310883,Q3868643,Q208909,Q21077",
2005,Q2010,Eiichirō,Oda Oda,1975-01-01,,JP,0YwZx5vGf17WMCi6KdOt4U,,Eiichiro Oda,male,,
2006,Q737387,Pablo,Moreno de Alborán Ferrándiz,1989-05-31,,ES,5M9Bb4adKAgrOFOhc05Y50,Pablo Moreno de Alborán Ferrándiz,Pablo Alborán,male,Q183412,"guitar,piano,baritone"
2007,Q5698007,Antonio,Carmona,1965-05-21,,ES,1YVEF2N8QHkkQ84LM51Xyo,,Antonio Carmona Amaya,male,Q38903,voice
2008,Q3142610,Manuel,Carrasco,1981-01-01,,ES,7qAoXV4U0qDxQAUqhszjAA,Manuel Carrasco Galloso,Manuel Carrasco,male,Q2407338,
2009,Q21480795,José Pablo,López,1984-03-11,,ES,4uyqaioPEdClDxU6zvYlAZ,,Pablo López,male,Q38903,"piano,guitar,voice"
2010,Q209409,María Lucía,Sánchez,1982-03-15,,ES,3TLGNOdp1UWYMnV5XG9HkR,María Lucía Sanchez Benítez,Malú,female,,voice
2011,Q5804065,Vanesa,Martín,1980-11-14,,ES,5kSJMVPcTITrSZxTrHllVN,María Vanesa Martín Mata,Vanesa Martín,female,,"voice,piano,guitar"
2012,Q2657608,India,Martínez,1985-10-13,,ES,6FOpWOxsjQxKEbLiJpU1xV,Jennifer Jessica Martínez Fernández,India Martínez,female,,"voice,guitar,percussion instrument,piano"
2013,Q2857384,Antonio,Orozco,1972-11-23,,ES,1ADdpen72RPuafRcv0YRBf,,Antonio Orozco,male,Q7894020,voice
2014,Q270828,María Rosa,García,1978-01-15,,ES,6UelqIK8qwhWFc2f6nSEh8,,Niña Pastori,female,,voice
2015,Q170697,Laura,Pausini,1974-05-16,,IT,2e4nwiX8ZCU09LGLOpeqTH,,Laura Pausini,female,Q202440,voice
2016,Q16298631,María de los Ángeles,Rozalén,1986-06-12,,ES,5soMpG6E6oApEiCZgrWeVz,Maria de los Angeles Ortuno,Rozalén,female,,voice
2017,Q281321,Tommy,Torres,1971-11-25,,PR,264nbMzGPSkDZqTY8nXwCG,,Tommy Torres,male,,voice
2018,Q2526624,Chisu,,1982-01-03,,FI,0Wo2rgrMZVYn0u0uxlDPJP,,Chisu,female,Q21077,voice
2019,Q14635819,Tomoko,Kanazawa,1995-07-02,,JP,6QuwwXcYV87m0bVvK0fLct,,Tomoko Kanazawa,female,Q3552061,voice
2020,Q13533460,Akari,Uemura,1998-12-30,,JP,6QuwwXcYV87m0bVvK0fLct,,Akari Uemura,female,Q3552061,voice
2021,Q30887179,Ruru,Danbara,2001-05-07,,JP,6QuwwXcYV87m0bVvK0fLct,,Ruru Danbara,female,Q3552061,voice
2022,Q18383121,Manaka,Inaba,1997-12-27,,JP,6QuwwXcYV87m0bVvK0fLct,,Manaka Inaba,female,Q3552061,voice
2023,Q67456374,Yume,Kudo,2004-09-28,,JP,6QuwwXcYV87m0bVvK0fLct,,Yume Kudo,female,Q3552061,voice
2024,Q67458170,Riai,Matsunaga,2005-07-07,,JP,6QuwwXcYV87m0bVvK0fLct,,Riai Matsunaga,female,Q3552061,voice
2025,Q20018003,Rei,Inoue,2001-07-17,,JP,6QuwwXcYV87m0bVvK0fLct,,Rei Inoue,female,Q3552061,voice
2026,Q319537,Gian Luigi,Morandi,1944-12-11,,IT,15FrhfFYJIx7Ijltkpjbsr,Gian Luigi Morandi,Gianni Morandi,male,Q21130152,voice
2027,Q106506603,Christian,Mazzocchi,1995,,IT,1xsYReh7zhty26wD4tprKh,,Chris Nolan,male,,
2028,Q825995,Jozef Jozo,Ráž,1954-10-24,,SK,45eUXWgwkv92uAk1KQFI6D,,Jožo Ráž,male,Q2617185,voice
2029,Q2439541,Ali,B,1981-10-16,,NL,5XJrUCFOtE3nNu5sLYOD1k,,Ali B,male,,voice
2030,Q13583387,Margaret Małgorzata Julita,Jamrozy,1991-06-30,,PL,6aGmKxXoKrSdovRUn8MBhZ,,Margaret,female,Q16544594,voice
2031,a9a84a6c-a9bb-447f-957b-2b237536950a,Wes,Bailey,,,,5DK8eK7fjvRsziXzyr3sFA,,Wes Bailey,,,
2032,35d4be11-7c95-4747-90cb-23dfdb066393,Tommy,Putnam,,,,5DK8eK7fjvRsziXzyr3sFA,,Tommy Putnam,,,
2033,47768328-44b7-49d8-87d3-a28afa2fd7f8,Tyler,Ritter,,,,5DK8eK7fjvRsziXzyr3sFA,,Tyler Ritter,,,
2034,524f45b2-3e28-4850-9415-0b06f1f12931,Trevor,Terndrup,,,,5DK8eK7fjvRsziXzyr3sFA,,Trevor Terndrup,,,
2035,ce428f16-69de-44e1-b85e-1b6a62362fa2,Spencer,Thomson,,,,5DK8eK7fjvRsziXzyr3sFA,,Spencer Thomson,,,
2036,Q4216454,Jabbar,Garyaghdioglu,1861-03-31,1944-04-20,,7JrZbwBSIfKcc2gn1Xa4Bd,,Jabbar Garyaghdioglu,male,,voice
2037,Q182948,Göksel,Demirpençe,1971-11-25,,TR,4i4ALRtQQmFxn3BCIB6iC0,,Göksel Demirpençe,female,Q3001888,"guitar,voice"
2038,Q44309397,Mustafa,Özkan,1986-12-01,,TR,6p4UYgBKfV1XMDvD9KrtTv,Mustafa Özkan,Manuş Baba,male,Q50221220,voice
2039,Q446945,Kenan,Doğulu,1974-05-31,,TR,2RQ8NtUmg5y6tfbvCwX8jI,,Kenan Doğulu,male,Q6052368,"guitar,voice"
2040,Q234778,Maggie Mànyù,Zhang,1964-09-20,,GB,3vxULhUP4OkN0NBj3JTEU6,,Maggie Cheung,female,,
2041,Q30612480,Kiari Kendrell,Cephus,1991-12-14,,US,4DdkRBBYG6Yk9Ka8tdJ9BW,Kiari Kendrell Cephus,Offset,male,Q55316128,voice
2042,Q229760,Rita,Ora,1990-11-26,,GB,5CCwRZC6euC8Odo6y9X8jr,Rita Sahatçiu,Rita Ora,female,"Q1194456,Q183387,Q202440","piano,voice"
2043,Q216708,William John Paul,Gallagher,1972-09-21,,GB,2DaxqgrOhkeH0fpeiQq2f4,,Liam Gallagher,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889","guitar,voice"
2044,Q193459,Noel Thomas David,Gallagher,1967-05-29,,GB,2DaxqgrOhkeH0fpeiQq2f4,Noel Thomas David Gallagher,Noel Gallagher,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889","guitar,voice,singing"
2045,Q2455570,Tony,McCarroll,1971-06-04,,GB,2DaxqgrOhkeH0fpeiQq2f4,,Tony McCarroll,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889",drum kit
2046,Q1195785,Paul,Arthurs,1965-06-23,,GB,2DaxqgrOhkeH0fpeiQq2f4,,Paul Arthurs,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889","guitar,piano"
2047,Q5547925,Paul,McGuigan,1971-05-09,,GB,2DaxqgrOhkeH0fpeiQq2f4,,Paul McGuigan,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889",bass guitar
2048,Q522988,Alan Victor,White,1972-05-26,,GB,2DaxqgrOhkeH0fpeiQq2f4,Alan Victor White,Alan White,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889",drum kit
2049,Q353388,Andy,Bell,1970-08-11,,GB,2DaxqgrOhkeH0fpeiQq2f4,,Andy Bell,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889","bass guitar,guitar"
2050,Q345348,Gem,Archer,1966-12-07,,GB,2DaxqgrOhkeH0fpeiQq2f4,,Gem Archer,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889",guitar
2051,Q932502,Chris,Sharrock,1964-05-30,,GB,2DaxqgrOhkeH0fpeiQq2f4,,Chris Sharrock,male,"Q1139341,Q216364,Q183387,Q330629,Q614999,Q645889",drum kit
2052,Q20183816,Dimitri,Aleksandrovic Chpakov,1989-03-17,,DE,4lAjitjrUJgjJgEVj2CwFc,Dimitri Aleksandrovic Chpakov,Sun Diego,male,,
2053,Q38598582,Micar,,1950,,,3QqlKdJRY4IqUry390xfvJ,,Micar,male,,
2054,Q76364,Hans Florian,Zimmer,1957-09-12,,DE,0YC192cP3KPCRWx8zr8MfZ,Hans Florian Zimmer,Hans Zimmer,male,Q1852854,"piano,banjo,keyboard instrument,synthesizer,guitar,bass guitar"
2055,Q2153829,Gers,Pardoel,1981-05-12,,NL,5AvkVClT6JuPL4LFy7liYN,,Gers Pardoel,male,Q1688849,
2056,Q2779747,Sarah,Müller-Westernhagen,1985-09,,GB,3wjHre7Ny1iXkW5XNgzX8s,,Mimi,female,,voice
2057,Q18921974,Lauren Michelle,Jáuregui,1996-06-27,,US,3J0BpFVUc9LeOIVeN5uNhU,Lauren Michelle Jauregui Morgado,Lauren Jauregui,female,"Q7659636,Q216364,Q183387",voice
2058,Q449908,Chayanne,,1968-06-28,,PR,1JbemQ1fPt2YmSLjAFhPBv,,Chayanne,male,Q330629,voice
2059,Q6109334,David,,1983-12-13,,PR,6XFITTl7cFTdopDY3lUdlY,,J Alvarez,male,,voice
2060,Q24960702,Antón,Álvarez,1990-07-16,,ES,5TYxZTjIPqKM8K8NuP9woO,Antón Álvarez Alfaro,C. Tangana,male,,
2061,Q234099,Maki,Gotō,1985-09-23,,JP,65GDNtLQdPv30IljvoE2KW,,Maki Goto,female,Q987085,voice
2062,Q4460316,Tommi,Läntinen,1959-08-22,,FI,6AX3tB4bcTvWYY3paxxd0I,,Tommi Läntinen,male,,guitar
2063,Q236318,Faith,Evans,1973-06-10,,US,5NDMothbpdpq2xHqSjrrWn,,Faith Evans,female,"Q798658,Q193023",voice
2064,Q179157,Christopher George Latore,Wallace,1972-05-21,1997-03-09,US,5me0Irg2ANcsgc93uaYrpb,Christopher George Latore Wallace,The Notorious B.I.G.,male,"Q798658,Q2348254,Q3652555,Q664167",
2065,Q15211605,Mai,Lan,1982,,FR,4qCKUiCnxl18wGx7Bvk5fD,,Mai Lan,female,,voice
2066,Q55008483,Nabil,,1991,,DZ,6W5uA6CNMf3hd2j4a2XWCx,,Naps,male,,
2067,f9477d01-139f-4985-a6d4-8b2fa86b3229,Kalif,,,,FR,7LSj1RlUMk5Mnj6jV2PTJd,,Kalif,,,
2068,Q21824968,Seung-cheol,Choi,1995-08-08,,KR,7nqOGRxlXj7N2JYbgNEjYH,최승철,S.Coups,male,"Q45282,Q212699",voice
2069,Q24566664,Jeong-han,Yoon,1995-10-04,,KR,7nqOGRxlXj7N2JYbgNEjYH,윤정한,Yoon Jeong-han,male,"Q45282,Q212699",voice
2070,Q21825065,Joshua,Hong,1995-12-30,,US,7nqOGRxlXj7N2JYbgNEjYH,,Joshua Hong,male,"Q45282,Q212699",voice
2071,Q21825470,Soon-young,Kwon,1996-06-15,,KR,7nqOGRxlXj7N2JYbgNEjYH,권순영,Hoshi,male,"Q45282,Q212699",voice
2072,Q21623339,Won-u,cruz,1996-07-17,,KR,7nqOGRxlXj7N2JYbgNEjYH,전원우,Jeon Won-woo‎,male,"Q45282,Q212699",voice
2073,Q21824990,Ji-hun,Lee,1996-11-22,,KR,7nqOGRxlXj7N2JYbgNEjYH,이지훈,Lee Jihoon,male,"Q45282,Q212699",voice
2074,Q21824862,Seok-min,,1997-02-18,,KR,7nqOGRxlXj7N2JYbgNEjYH,이석민,Dokyeom,male,"Q45282,Q212699",voice
2075,Q21824887,Min-gyu,Kim,1997-04-06,,KR,7nqOGRxlXj7N2JYbgNEjYH,김민규,Kim Min-gyu,male,"Q45282,Q212699",voice
2076,Q21824868,Minghao,Xu,1997-11-07,,CN,7nqOGRxlXj7N2JYbgNEjYH,,Xu Minghao,male,"Q45282,Q212699",voice
2077,Q21824947,Seung-gwan,,1998-01-16,,KR,7nqOGRxlXj7N2JYbgNEjYH,부승관,Boo Seung-kwan,male,"Q45282,Q212699",voice
2078,Q21824912,Vernon,Cui,1998-02-18,,US,7nqOGRxlXj7N2JYbgNEjYH,,Vernon Chwe,male,"Q45282,Q212699",voice
2079,Q20779386,,Lee,1999-02-11,,KR,7nqOGRxlXj7N2JYbgNEjYH,,Dino,male,"Q45282,Q212699",voice
2080,Q20972211,Wen Jun Hu,Wen,1996-06-10,,CN,7nqOGRxlXj7N2JYbgNEjYH,,Wen Jun Hui,male,"Q45282,Q212699",voice
2081,Q105479912,Bartofso,,,,NL,5EBNHekbDwV3Q9POxvSMBI,,Bartofso,male,,
2082,Q335401,Arif,Şirin,1949-06-10,2019-02-13,TR,3l4RyQwQ0kHZ9Q9cQbRNMr,,Ozan Ârif,male,,"bağlama,voice"
2083,Q23771730,Dagny,Sandvik,1990-07-23,,NO,6Paz0vXJJ9bCPf0fEm3qzg,,Dagny,female,"Q4413456,Q7250146",voice
2084,Q107292791,Kristoffer,Tømmerbakke,1983-06-23,,NO,2rCu8D8ST7i3lUILyB3yQR,,Kristoffer Tømmerbakke,male,,voice
2085,Q9383157,Filip,Szcześniak,1990-07-29,,PL,7CJgLPEqiIRuneZSolpawQ,,Taco Hemingway,male,,voice
2086,Q970099,Edward,Blom,1970-10-22,,SE,1X5aTyyXc90P2xJXowsW95,,Edward Blom,male,,
2087,Q240368,Haluk,Levent,1968-12-26,,TR,1UV3ii5FWWXF3jkZVeA2bb,,Haluk Levent,male,Q6081601,"guitar,voice"
2088,Q23884740,Luke,Combs,1990-03-02,,US,718COspgdWOnwOFpJHRZHS,,Luke Combs,male,Q183387,voice
2089,Q216708,William John Paul,Gallagher,1972-09-21,,GB,6sN51vEARnAAdBw1IKZ8Q9,,Liam Gallagher,male,"Q1139341,Q216364,Q614999","guitar,voice"
2090,Q37946063,Joel Alejandro,Muñoz,1982-03-03,,US,4IMAo2UQchVFyPH24PAjUs,Joel Alejandro Muñoz Martínez,Joel Alexis Muñoz Martínez,male,Q16960815,
2091,Q6100244,Randy Ariel,Ortiz,1983-07-16,,US,4IMAo2UQchVFyPH24PAjUs,Randy Ariel Ortiz Acevedo,Randy,male,Q16960815,voice
2092,Q20729,Carlo,Waibel,1990-01-31,,DE,3utZ2yeQk0Z3BCOBWP7Vlu,,C.R.O,male,,"voice,piano"
2093,Q46706244,Naaz,,1998-06-08,,NL,736HGQRGr9rjG4VmmSpkz8,,Naaz,female,,
2094,4d937f0c-1248-4b0d-93f5-427059092c33,Aluna,,1988-07-02,,GB,2VAnyOxzJuSAj7XIuEOT38,,Aluna,,,
2095,02512f89-9a55-418e-a3e9-1b58247940e2,George Edward,Reid,,,GB,2VAnyOxzJuSAj7XIuEOT38,George Edward Reid,George Reid,,,
2096,Q936816,Gita,Gutawa,1993-08-11,,ID,5ITI6SEoUZMIXXkzCfr4oE,,Gita Gutawa,female,Q330629,voice
2097,Q44746097,Hamza,,1994-08-01,,BE,5gs4Sm2WQUkcGeikMcVHbh,,Hamza,male,,voice
2098,Q52289064,Judith,Wessendorf,1992-11-20,,DE,0tMFcqLXhtm1Gep20iuIR3,,Juju,female,,
2099,Q51844805,Nura Habib,Omer,1988-12-24,,ER,0tMFcqLXhtm1Gep20iuIR3,,Nura,female,,
2100,Q506601,Andreas,Frege,1962-06-22,,DE,4uvOZHqwKYuWz1ywTBN5En,Andreas Frege,Campino,male,,voice
2101,Q1098502,Claus,Fabian,1956-03-31,,DE,4uvOZHqwKYuWz1ywTBN5En,,Claus Fabian,male,,voice
2102,ca5074e5-9b3a-4ec2-af72-11cfbfa10431,Kuddel,,1964-06-11,,DE,4uvOZHqwKYuWz1ywTBN5En,,Kuddel,,,
2103,Q1312328,Pedro,Winter,1975-04-21,,FR,3coXUO5EiwR37nzX4xWjIV,,Pedro Winter,male,Q616975,
2104,Q1248990,Andrew Mayer,Cohen,1979-02-02,,US,4d53BMrRlQkrQMz5d59f2O,Andrew Mayer Cohen,Mayer Hawthorne,male,Q917511,voice
2105,Q496329,Hyo-jeong,Kim,1990-12-11,,KR,2wTLheTmMcFCA4hdY8hZJP,김효정,Hyolyn,female,Q255363,"piano,voice"
2106,Q5361514,Ji-hyeon,Kang,1992-02-12,,KR,2wTLheTmMcFCA4hdY8hZJP,강지현,Soyou,female,Q255363,voice
2107,Q5363925,Bo-ra,Yoon,1989-12-30,,KR,2wTLheTmMcFCA4hdY8hZJP,,Yoon Bo-ra,female,Q255363,"singing,voice"
2108,Q6408548,Da-som,Kim,1993-05-06,,KR,2wTLheTmMcFCA4hdY8hZJP,,Kim Da-som,female,Q255363,"singing,voice"
2109,Q30062989,Riccardo,Marcuzzo,1992-02-04,,IT,1DyU8JVejfDzqXo9x2mFfQ,Riccardo Marcuzzo,Riccardo Marcuzzo,male,,voice
2110,Q47513645,Matteo,Professione,1993-11-29,,IT,3fhMfkPPzksWuw0hEm4ldm,Matteo Professione,Ernia,male,,
2111,Q57896717,Federica,Carta,1999-01-10,,IT,0vQk2DnpCtSLT8QeMbCE6L,,Federica Carta,female,,
2112,Q7069986,Fazura,,1983-09-27,,MY,4P0JsOTEOJEAGLAGo3R1Yf,,Fazura,female,,
2113,Q16729872,Greg,Holden,1983-02-28,,GB,7Bcr2Bs6phLymt6kdqNNez,,Greg Holden,male,,
2114,Q22138550,Nsikayesizwe David Junior,Ngcobo,1997-02-11,,ZA,2gzWmhOZhDN6gXL49JW9qj,Nsikayesizwe David Junior Ngcobo,Nasty C,male,"Q28223221,Q38903",
2115,Q5985341,Ice,Prince,1986-10-30,,NG,1sSt1DqqqFLkPwfrqafVyn,,Ice Prince,male,Q5103606,
2116,Q17198434,Patoranking,,1990-05-27,,NG,2hKQc001G7ggs3ZyxMdkGq,,Patoranking,male,,voice
2117,Q19880662,Jidenna Theodore,Mobisson,1985-05-04,,NG,4TsHKU8l8Wq7n7OPVikirn,Jidenna Theodore Mobisson,Jidenna,male,Q216364,voice
2118,Q25706797,DJ,Maphorisa,1988,,ZA,0mMqD2uqwvCjFvlzo6ayGi,,DJ Maphorisa,male,,
2119,Q267764,Paul Duane,Beauregard,1977-01-12,,US,3pecGQvwOz1THqUL3cr623,,DJ Paul,male,Q16846039,voice
2120,Q42534176,PlanBe,,1996,,,7FwxJtVorL07N6kbqmkPr6,,PlanBe,male,,voice
2121,Q56332085,Ben,Mitkus,1994-12-23,,,5U7pOnB9QgH7YFDWQ84Qnu,,Ben Mitkus,male,,voice
